Employee_ID,Corporate_ID,Employee_Name,Employee_Title,Employee_Suffix,Occupation,Grade_Level,Monthly_Salary_GHS,Age,Gender,Gender_Guess,Dependents,Smoker
EMP00571,CORP022,Ashley Hester,,,Insurance Officer,Mid,8000,58,Male,Female,2,Yes
EMP00572,CORP022,Larry Moore,,,Insurance Officer,Mid,8000,58,Male,Male,1,No
EMP00573,CORP022,Monica Nguyen,,,Insurance Officer,Senior,12000,43,Female,Female,4,No
EMP00574,CORP022,James Clayton,,,Insurance Officer,Mid,8000,36,Male,Male,3,Yes
EMP00575,CORP022,Judith Foster,,,Insurance Officer,Senior,12000,23,Male,Female,0,No
EMP00576,CORP022,Natasha Nelson,,,Insurance Officer,Junior,5000,49,Female,Female,0,No
EMP00577,CORP022,Kathleen Martinez,,,Claims Analyst,Junior,6000,48,Male,Female,3,Yes
EMP00578,CORP022,Randall Atkinson,,,Insurance Officer,Junior,5000,32,Male,Male,4,No
EMP00579,CORP022,Kristi Harris,,,Claims Analyst,Senior,14000,39,Female,Female,4,No
EMP00580,CORP022,Ryan Thornton,,,Insurance Officer,Mid,8000,23,Male,Male,2,Yes
EMP00581,CORP022,Jacob Allen,,,Claims Analyst,Senior,14000,37,Male,Male,4,Yes
EMP00582,CORP022,Kimberly Brooks,,,Insurance Officer,Junior,5000,23,Female,Female,2,Yes
EMP00583,CORP022,David Vega,,,Insurance Officer,Senior,12000,44,Male,Male,4,Yes
EMP00584,CORP022,Melanie Walsh,,,Insurance Officer,Junior,5000,32,Male,Female,1,No
EMP00585,CORP022,Brianna Harris,,,Claims Analyst,Mid,9000,54,Male,Female,1,Yes
EMP00586,CORP022,Jenna Garcia,,,Claims Analyst,Junior,6000,31,Male,Female,3,Yes
EMP00587,CORP022,Russell Page,,,Claims Analyst,Senior,14000,58,Male,Male,0,Yes
EMP00588,CORP023,Nicole Garcia,,,Software Engineer,Mid,13000,33,Male,Female,0,Yes
EMP00589,CORP023,Thomas Cantu,,,Software Engineer,Junior,8500,34,Female,Male,4,No
EMP00590,CORP023,Eugene Foster,,,Network Engineer,Senior,17000,39,Male,Male,4,Yes
EMP00591,CORP023,Brandon Erickson,,,Software Engineer,Mid,13000,42,Male,Male,3,Yes
EMP00592,CORP023,Javier Hall,,DDS,Network Engineer,Junior,7500,25,Female,Male,2,No
EMP00593,CORP023,Aaron Cross,,,Network Engineer,Senior,17000,26,Male,Male,2,No
EMP00594,CORP023,Jennifer Smith,,,Software Engineer,Mid,13000,38,Female,Female,0,Yes
EMP00595,CORP023,Kenneth Lopez,,,Software Engineer,Junior,8500,23,Male,Male,4,Yes
EMP00596,CORP023,Jonathan Bridges,,,Network Engineer,Mid,12000,48,Male,Male,0,No
EMP00597,CORP023,Maurice Rodriguez,,,Software Engineer,Mid,13000,33,Male,Male,4,Yes
EMP00598,CORP023,Stephanie Davidson,,,Network Engineer,Mid,12000,54,Female,Female,0,Yes
EMP00599,CORP023,Patricia Hall,,,Network Engineer,Junior,7500,26,Female,Female,2,Yes
EMP00600,CORP023,Charles Wilson,,,Network Engineer,Mid,12000,31,Female,Male,4,Yes
EMP00601,CORP023,Carol Hernandez,,,Software Engineer,Junior,8500,58,Female,Female,2,No
EMP00602,CORP023,Courtney Cortez,,,Software Engineer,Senior,19000,45,Male,Female,0,No
EMP00603,CORP024,Cynthia Vaughn,,,Network Engineer,Mid,12000,54,Male,Female,1,Yes
EMP00604,CORP024,Sheri Torres,,,Network Engineer,Junior,7500,41,Female,Female,3,Yes
EMP00605,CORP024,Earl Russell,,,Network Engineer,Senior,17000,38,Male,Male,1,Yes
EMP00606,CORP024,Sara Bennett,,,Software Engineer,Junior,8500,23,Male,Female,3,No
EMP00607,CORP024,Megan Miller,,,Software Engineer,Junior,8500,48,Male,Female,0,Yes
EMP00608,CORP024,Bryan Mcknight,,,Software Engineer,Mid,13000,32,Female,Male,1,Yes
EMP00609,CORP024,Eric Moore,,,Network Engineer,Senior,17000,53,Male,Male,2,Yes
EMP00610,CORP024,Justin Russell,,,Software Engineer,Mid,13000,45,Female,Male,3,Yes
EMP00611,CORP024,John Figueroa,,,Network Engineer,Senior,17000,37,Male,Male,4,Yes
EMP00612,CORP024,Joseph Reed,,,Software Engineer,Junior,8500,30,Female,Male,1,Yes
EMP00613,CORP024,Amber Hutchinson,,,Network Engineer,Junior,7500,23,Male,Female,2,No
EMP00614,CORP024,Philip Roberts,,,Software Engineer,Mid,13000,47,Female,Male,0,No
EMP00615,CORP024,Martin Orozco,,,Software Engineer,Junior,8500,42,Female,Male,3,No
EMP00616,CORP024,Andrew Finley,,,Software Engineer,Junior,8500,38,Male,Male,0,Yes
EMP00617,CORP024,Travis Sweeney,,,Software Engineer,Mid,13000,39,Female,Male,1,Yes
EMP00618,CORP024,Anna Edwards,,,Software Engineer,Junior,8500,57,Female,Female,3,No
EMP00619,CORP024,Stacy Martin,,,Software Engineer,Mid,13000,56,Male,Female,4,No
EMP00620,CORP024,Patricia Smith,,,Network Engineer,Senior,17000,37,Male,Female,1,Yes
EMP00621,CORP024,Eric Walker,,,Software Engineer,Mid,13000,54,Male,Male,2,Yes
EMP00622,CORP024,Oscar King,,,Network Engineer,Mid,12000,31,Male,Male,2,No
EMP00623,CORP024,James Torres,,,Network Engineer,Mid,12000,41,Male,Male,0,Yes
EMP00624,CORP024,Yvonne Jensen,,,Network Engineer,Junior,7500,29,Male,Female,2,No
EMP00625,CORP024,Robert Jackson,,,Network Engineer,Senior,17000,49,Female,Male,0,No
EMP00626,CORP024,Lori Hernandez,,,Network Engineer,Junior,7500,41,Female,Female,2,No
EMP00627,CORP024,Steven Wilson,,,Software Engineer,Senior,19000,58,Male,Male,0,No
EMP00628,CORP024,James Graham,,,Network Engineer,Senior,17000,31,Male,Male,1,No
EMP00629,CORP024,John Mack,,,Network Engineer,Mid,12000,33,Female,Male,1,Yes
EMP00630,CORP024,Brandy Pena,,,Software Engineer,Mid,13000,39,Female,Female,3,No
EMP00631,CORP025,Debra Warren,,,Network Engineer,Junior,7500,39,Female,Female,1,No
EMP00632,CORP025,Cynthia Schaefer,,,Network Engineer,Junior,7500,23,Male,Female,4,No
EMP00633,CORP025,Brittney Jenkins,,,Software Engineer,Senior,19000,41,Male,Female,2,Yes
EMP00634,CORP025,Barbara Winters,,,Network Engineer,Junior,7500,51,Female,Female,4,No
EMP00635,CORP025,Meghan Lewis,,,Software Engineer,Mid,13000,34,Female,Female,4,No
EMP00636,CORP025,Danny Walsh,,,Software Engineer,Senior,19000,45,Male,Male,4,Yes
EMP00637,CORP025,Andrea Carter,Miss,,Software Engineer,Junior,8500,44,Male,Female,2,No
EMP00638,CORP025,Tanya Kennedy,,,Network Engineer,Junior,7500,30,Male,Female,3,No
EMP00639,CORP025,Michelle Burke,,,Network Engineer,Mid,12000,51,Male,Female,0,Yes
EMP00640,CORP025,Jacob Alvarado,,,Software Engineer,Mid,13000,54,Female,Male,1,Yes
EMP00641,CORP025,Martha Smith,,,Software Engineer,Senior,19000,40,Male,Female,2,Yes
EMP00642,CORP025,David Howe,,,Network Engineer,Mid,12000,48,Male,Male,4,No
EMP00643,CORP025,Anthony Hayden,,,Software Engineer,Mid,13000,53,Female,Male,2,No
EMP00644,CORP025,Joseph Gomez,,,Software Engineer,Mid,13000,26,Male,Male,4,No
EMP00645,CORP025,Sabrina Bryant,,,Network Engineer,Junior,7500,25,Female,Female,3,Yes
EMP00646,CORP025,Jerry Russell,,,Software Engineer,Junior,8500,25,Male,Male,1,No
EMP00647,CORP025,Amanda Mason,,,Software Engineer,Senior,19000,30,Female,Female,4,Yes
EMP00648,CORP025,Charles Farmer,,,Software Engineer,Junior,8500,41,Female,Male,4,Yes
EMP00649,CORP025,Shari Johnson,,,Software Engineer,Mid,13000,44,Female,Female,0,Yes
EMP00650,CORP025,Wendy Smith,,,Software Engineer,Mid,13000,40,Female,Female,2,Yes
EMP00651,CORP025,Jeffrey Smith,,,Software Engineer,Senior,19000,51,Male,Male,4,No
EMP00652,CORP025,Catherine Kim,,,Software Engineer,Junior,8500,50,Male,Female,3,Yes
EMP00653,CORP025,Rebecca Mora,,,Software Engineer,Junior,8500,34,Male,Female,0,Yes
EMP00654,CORP025,Brianna Coleman,,,Software Engineer,Senior,19000,46,Female,Female,4,Yes
EMP00655,CORP025,Wayne Rogers,,,Software Engineer,Mid,13000,44,Female,Male,0,Yes
EMP00656,CORP025,Linda Calderon,,,Network Engineer,Senior,17000,47,Female,Female,3,Yes
EMP00657,CORP025,Christine Jones,,,Software Engineer,Mid,13000,37,Female,Female,3,Yes
EMP00658,CORP025,Nathaniel Wagner,,,Software Engineer,Junior,8500,34,Male,Male,4,Yes
EMP00659,CORP025,Christine Taylor,,,Software Engineer,Junior,8500,46,Male,Female,1,Yes
EMP00660,CORP025,Brett Nichols,,,Software Engineer,Mid,13000,58,Male,Male,3,No
EMP00661,CORP025,Margaret Torres,,,Network Engineer,Senior,17000,33,Female,Female,2,Yes
EMP00662,CORP025,Alexis Alexander,,,Software Engineer,Senior,19000,38,Female,Male,1,No
EMP00663,CORP026,Kelly Johnson,,,Software Engineer,Junior,8500,53,Male,Female,3,Yes
EMP00664,CORP026,Steven Reid,,,Network Engineer,Mid,12000,35,Male,Male,3,No
EMP00665,CORP026,Timothy Choi,,,Software Engineer,Mid,13000,47,Male,Male,3,No
EMP00666,CORP026,Brandon Hudson,,,Network Engineer,Mid,12000,58,Male,Male,1,No
EMP00667,CORP026,Patricia Pierce,,,Network Engineer,Mid,12000,51,Female,Female,1,Yes
EMP00668,CORP026,Jeffrey Lynch,,,Network Engineer,Junior,7500,28,Female,Male,0,Yes
EMP00669,CORP026,Timothy Rodriguez,,,Software Engineer,Junior,8500,46,Male,Male,0,No
EMP00670,CORP026,Greg Harris,,,Software Engineer,Junior,8500,43,Female,Male,1,Yes
EMP00671,CORP026,Abigail Owen,,,Network Engineer,Mid,12000,25,Male,Female,1,No
EMP00672,CORP026,Katherine Wright,,,Software Engineer,Junior,8500,31,Female,Female,4,No
EMP00673,CORP026,Christina Love,,,Software Engineer,Senior,19000,39,Female,Female,0,Yes
EMP00674,CORP026,Brenda Watkins,,,Software Engineer,Mid,13000,37,Male,Female,3,Yes
EMP00675,CORP026,Lindsay Mercado,,,Software Engineer,Mid,13000,38,Male,Female,2,No
EMP00676,CORP026,Dylan Oconnor,,,Software Engineer,Senior,19000,40,Female,Male,4,Yes
EMP00677,CORP026,Jason Stevens,,,Software Engineer,Junior,8500,31,Female,Male,1,Yes
EMP00678,CORP026,Shawn Ryan,,,Software Engineer,Junior,8500,41,Female,Male,2,No
EMP00679,CORP026,Ronald Pruitt,,,Software Engineer,Senior,19000,47,Female,Male,2,No
EMP00680,CORP026,Roy Adams,,,Software Engineer,Senior,19000,26,Male,Male,4,Yes
EMP00681,CORP026,Joyce Rivera,,,Network Engineer,Junior,7500,48,Male,Female,3,Yes
EMP00682,CORP026,Emily Buckley,,DDS,Software Engineer,Mid,13000,25,Male,Female,4,Yes
EMP00683,CORP026,Larry Carrillo,,,Software Engineer,Mid,13000,52,Male,Male,4,No
EMP00684,CORP026,Chelsea Sosa,,,Software Engineer,Senior,19000,43,Female,Female,0,No
EMP00685,CORP026,Samantha Williams,,,Network Engineer,Mid,12000,56,Male,Female,1,Yes
EMP00686,CORP026,Danielle Davis,,,Network Engineer,Senior,17000,50,Female,Female,0,Yes
EMP00687,CORP026,Edward Hernandez,,,Software Engineer,Junior,8500,39,Female,Male,1,No
EMP00688,CORP026,Michael Conway,,,Software Engineer,Mid,13000,43,Male,Male,4,Yes
EMP00689,CORP026,Emily Maxwell,,,Software Engineer,Junior,8500,28,Female,Female,0,No
EMP00690,CORP026,Shannon Oliver,,,Network Engineer,Junior,7500,58,Female,Female,2,Yes
EMP00691,CORP026,Diane Cox,,,Software Engineer,Senior,19000,28,Female,Female,4,No
EMP00692,CORP026,Nicholas Knapp,,,Software Engineer,Mid,13000,41,Female,Male,0,Yes
EMP00693,CORP026,Andrew Sandoval,,,Network Engineer,Junior,7500,25,Female,Male,0,No
EMP00694,CORP026,Cathy Wang,,,Network Engineer,Mid,12000,29,Female,Female,3,Yes
EMP00695,CORP026,Mason Tapia,,,Software Engineer,Junior,8500,43,Female,Male,3,No
EMP00696,CORP026,Jessica Jenkins,,,Network Engineer,Mid,12000,27,Female,Female,2,No
EMP00697,CORP026,Austin Nunez,,,Network Engineer,Mid,12000,26,Male,Male,3,Yes
EMP00698,CORP026,Emily Thomas,,,Software Engineer,Mid,13000,25,Male,Female,0,Yes
EMP00699,CORP026,Dustin Hahn,Dr.,,Network Engineer,Senior,17000,56,Male,Male,0,No
EMP00700,CORP026,Lee Clay,,,Network Engineer,Junior,7500,57,Male,Male,0,No
EMP00701,CORP026,Ronald Jackson,,,Software Engineer,Mid,13000,31,Female,Male,1,Yes
EMP00702,CORP026,Dana Newman,,,Network Engineer,Junior,7500,36,Male,Female,3,No
EMP00703,CORP027,April Hill,Mrs.,MD,Software Engineer,Junior,8500,37,Female,Female,2,No
EMP00704,CORP027,Jennifer Lopez,,,Software Engineer,Senior,19000,33,Male,Female,1,Yes
EMP00705,CORP027,Stephen May,,,Software Engineer,Senior,19000,52,Female,Male,1,No
EMP00706,CORP027,Gina Hoffman,,,Software Engineer,Senior,19000,26,Female,Female,2,Yes
EMP00707,CORP027,Leonard Sullivan,,,Network Engineer,Senior,17000,33,Female,Male,4,Yes
EMP00708,CORP027,Alicia Nguyen,,,Network Engineer,Senior,17000,49,Female,Female,0,Yes
EMP00709,CORP027,Shelby Bell,,,Network Engineer,Mid,12000,36,Female,Female,0,No
EMP00710,CORP027,Ashley Shah,,,Software Engineer,Junior,8500,43,Male,Female,1,No
EMP00711,CORP027,Kevin Peterson,,,Software Engineer,Senior,19000,42,Female,Male,4,No
EMP00712,CORP027,Alexander Roth,,,Software Engineer,Junior,8500,42,Male,Male,2,Yes
EMP00713,CORP027,Julie Wright,,,Network Engineer,Mid,12000,23,Female,Female,2,No
EMP00714,CORP027,Marcus Johnson,,,Network Engineer,Mid,12000,38,Female,Male,0,Yes
EMP00715,CORP027,Kelly Bell,,,Software Engineer,Junior,8500,32,Female,Female,2,Yes
EMP00716,CORP027,Mary Williamson,,,Network Engineer,Senior,17000,52,Male,Female,1,Yes
EMP00717,CORP027,Marco Jones,,,Software Engineer,Mid,13000,56,Female,Male,3,No
EMP00718,CORP027,Christopher Martinez,,,Software Engineer,Mid,13000,42,Male,Male,4,No
EMP00719,CORP027,Tyler Johnson,,,Software Engineer,Senior,19000,25,Male,Male,1,Yes
EMP00720,CORP027,David Nelson,,,Software Engineer,Senior,19000,36,Male,Male,0,No
EMP00721,CORP027,Adrian Gutierrez,Dr.,,Software Engineer,Senior,19000,57,Female,Male,2,Yes
EMP00722,CORP027,Daniel Gomez,,,Software Engineer,Junior,8500,55,Female,Male,4,Yes
EMP00723,CORP027,April Meyer,,,Software Engineer,Senior,19000,56,Male,Female,0,Yes
EMP00724,CORP027,Joyce Hansen,,,Network Engineer,Junior,7500,48,Female,Female,4,No
EMP00725,CORP027,Mark Reyes,,,Software Engineer,Senior,19000,58,Male,Male,3,No
EMP00726,CORP027,Justin Hernandez,,,Software Engineer,Junior,8500,36,Male,Male,4,Yes
EMP00727,CORP027,Chase Lee,,,Network Engineer,Junior,7500,44,Male,Male,1,No
EMP00728,CORP028,Justin Rojas,,,Accountant,Senior,13000,26,Female,Male,3,Yes
EMP00729,CORP028,Sheila Hansen,,,Accountant,Mid,8500,42,Male,Female,1,No
EMP00730,CORP028,Paul Strickland,,,Relationship Manager,Senior,14500,29,Female,Male,0,Yes
EMP00731,CORP028,Holly Conway,,,Relationship Manager,Junior,6000,26,Male,Female,3,No
EMP00732,CORP028,Latoya Smith,,,Accountant,Mid,8500,58,Female,Unknown,1,Yes
EMP00733,CORP028,Robert Mckinney,,,Accountant,Junior,5500,53,Male,Male,4,No
EMP00734,CORP028,Robert Terry,,,Accountant,Senior,13000,56,Male,Male,4,No
EMP00735,CORP028,Jason Jordan,,,Accountant,Mid,8500,43,Male,Male,4,Yes
EMP00736,CORP028,Stacey Mcguire,,,Accountant,Mid,8500,28,Female,Female,4,No
EMP00737,CORP028,Michael Daniels,,,Accountant,Senior,13000,49,Male,Male,3,No
EMP00738,CORP028,Erin Pacheco,,,Relationship Manager,Mid,9500,30,Female,Female,4,No
EMP00739,CORP028,David Griffin,,,Relationship Manager,Senior,14500,48,Female,Male,4,Yes
EMP00740,CORP028,Michael Morris,,,Relationship Manager,Mid,9500,55,Male,Male,0,No
EMP00741,CORP028,David Perkins,,,Accountant,Senior,13000,25,Female,Male,1,Yes
EMP00742,CORP028,Sandra Barr,,,Relationship Manager,Mid,9500,27,Female,Female,4,Yes
EMP00743,CORP028,Kathleen Brock,,,Relationship Manager,Senior,14500,34,Male,Female,1,No
EMP00744,CORP028,Louis Mayer,,,Relationship Manager,Mid,9500,38,Female,Male,0,Yes
EMP00745,CORP028,Tammy Thompson,,,Relationship Manager,Junior,6000,51,Male,Female,4,Yes
EMP00746,CORP028,Kenneth Bautista,,,Relationship Manager,Senior,14500,23,Female,Male,4,Yes
EMP00747,CORP028,Christopher Webb,,,Accountant,Junior,5500,28,Female,Male,1,Yes
EMP00748,CORP028,Ronald Wolf,,,Accountant,Mid,8500,31,Female,Male,1,Yes
EMP00749,CORP028,Zachary Meyer,,,Relationship Manager,Junior,6000,26,Male,Male,0,Yes
EMP00750,CORP028,Edward Riley,,,Relationship Manager,Junior,6000,40,Female,Male,3,Yes
EMP00751,CORP028,Kristin Park,,,Accountant,Mid,8500,49,Male,Female,3,No
EMP00752,CORP028,Alexandra Brooks,,,Relationship Manager,Mid,9500,45,Male,Female,3,Yes
EMP00753,CORP028,Kelly Lam,,,Accountant,Mid,8500,53,Male,Female,1,Yes
EMP00754,CORP028,Patricia Lee,,,Relationship Manager,Junior,6000,37,Male,Female,2,No
EMP00755,CORP028,Luis Koch,,,Accountant,Junior,5500,26,Male,Male,2,Yes
EMP00756,CORP028,Nathan Curtis,,,Accountant,Mid,8500,54,Male,Male,4,No
EMP00757,CORP028,Alicia Cooper,,,Relationship Manager,Junior,6000,38,Female,Female,4,Yes
EMP00758,CORP028,Eric Wood,,,Relationship Manager,Mid,9500,41,Female,Male,1,No
EMP00759,CORP028,Brad Kelley,,,Accountant,Junior,5500,36,Male,Male,0,Yes
EMP00760,CORP028,Sergio Walters,,,Accountant,Senior,13000,28,Male,Male,1,No
EMP00761,CORP028,Savannah Russell,,,Accountant,Junior,5500,32,Male,Female,2,No
EMP00762,CORP028,Katie Howard,,,Relationship Manager,Mid,9500,42,Female,Female,4,No
EMP00763,CORP028,Colleen Flynn,,,Accountant,Senior,13000,36,Male,Female,1,Yes
EMP00764,CORP028,Karen Villarreal,,,Accountant,Junior,5500,52,Male,Female,1,No
EMP00765,CORP028,Erika Mejia,,,Relationship Manager,Mid,9500,48,Female,Female,4,No
EMP00766,CORP028,Matthew Martin,,,Relationship Manager,Senior,14500,23,Female,Male,3,Yes
EMP00767,CORP029,Joseph Martin,,,Relationship Manager,Mid,9500,29,Female,Male,1,Yes
EMP00768,CORP029,Dana Miller,,,Relationship Manager,Senior,14500,40,Male,Female,3,No
EMP00769,CORP029,Gregory Campos,,,Relationship Manager,Mid,9500,35,Female,Male,0,Yes
EMP00770,CORP029,Adam Aguirre,,,Accountant,Junior,5500,58,Male,Male,4,No
EMP00771,CORP029,Jeremy Alexander,,,Relationship Manager,Mid,9500,30,Female,Male,2,No
EMP00772,CORP029,Patrick Casey,,,Accountant,Mid,8500,36,Male,Male,0,No
EMP00773,CORP029,Patrick Kaufman,,,Accountant,Mid,8500,23,Male,Male,1,No
EMP00774,CORP029,Carol Wallace,,,Accountant,Senior,13000,37,Female,Female,2,Yes
EMP00775,CORP029,Dakota Miller,,,Relationship Manager,Junior,6000,51,Male,Male,3,No
EMP00776,CORP029,Kelli Castillo,,,Relationship Manager,Mid,9500,33,Male,Female,4,Yes
EMP00777,CORP029,Cynthia Holmes,,,Accountant,Junior,5500,23,Female,Female,0,No
EMP00778,CORP029,Christina Clarke,,,Relationship Manager,Senior,14500,29,Male,Female,0,No
EMP00779,CORP029,Melissa Thompson,,,Relationship Manager,Senior,14500,33,Female,Female,4,No
EMP00780,CORP029,Angela Ray,,,Relationship Manager,Senior,14500,44,Female,Female,1,No
EMP00781,CORP029,Cynthia Burns,,,Accountant,Mid,8500,29,Female,Female,4,Yes
EMP00782,CORP029,Monica Rodriguez,,,Relationship Manager,Mid,9500,31,Male,Female,1,Yes
EMP00783,CORP029,Alexis Simmons,,,Relationship Manager,Mid,9500,42,Male,Male,0,Yes
EMP00784,CORP029,Richard Nelson,,,Relationship Manager,Senior,14500,39,Female,Male,1,Yes
EMP00785,CORP029,Melissa Sloan,,,Relationship Manager,Senior,14500,55,Male,Female,2,No
EMP00786,CORP029,Katrina Miller,,,Relationship Manager,Junior,6000,31,Male,Female,0,Yes
EMP00787,CORP029,Jessica Willis,,,Relationship Manager,Senior,14500,25,Female,Female,4,No
EMP00788,CORP029,Jimmy Leach,,,Accountant,Mid,8500,27,Female,Male,4,No
EMP00789,CORP029,Mackenzie Castillo,,,Accountant,Mid,8500,32,Male,Female,1,No
EMP00790,CORP029,Joshua Allen,,,Relationship Manager,Junior,6000,26,Male,Male,4,No
EMP00791,CORP029,Brian Foster,,,Accountant,Junior,5500,41,Female,Male,3,Yes
EMP00792,CORP029,Dennis Clarke,,,Accountant,Junior,5500,46,Female,Male,3,No
EMP00793,CORP029,Timothy Humphrey,,,Relationship Manager,Senior,14500,23,Male,Male,0,Yes
EMP00794,CORP029,Alec Hoffman,,,Relationship Manager,Senior,14500,40,Female,Male,4,Yes
EMP00795,CORP029,Debbie Johnson,,,Accountant,Senior,13000,32,Male,Female,3,No
EMP00796,CORP029,Dennis Watkins,,,Accountant,Junior,5500,25,Male,Male,2,No
EMP00797,CORP029,Karen Smith,,,Accountant,Senior,13000,28,Male,Female,0,Yes
EMP00798,CORP029,Alexis Martinez,,,Relationship Manager,Senior,14500,36,Male,Male,1,No
EMP00799,CORP029,Holly Richmond,,,Relationship Manager,Senior,14500,26,Male,Female,0,No
EMP00800,CORP029,Jacob Garcia,,,Relationship Manager,Junior,6000,45,Female,Male,3,Yes
EMP00801,CORP029,Jorge Thomas,,,Relationship Manager,Junior,6000,45,Female,Male,4,No
EMP00802,CORP029,Jason Goodman,,,Relationship Manager,Senior,14500,45,Female,Male,3,No
EMP00803,CORP029,Lisa Mendez,,,Accountant,Mid,8500,54,Female,Female,3,No
EMP00804,CORP029,Richard Moran,,,Accountant,Mid,8500,26,Male,Male,3,No
EMP00805,CORP029,Brandi Bautista,,,Relationship Manager,Senior,14500,30,Female,Female,2,Yes
EMP00806,CORP029,Kimberly Norton,,,Relationship Manager,Mid,9500,45,Male,Female,1,No
EMP00807,CORP030,Ann Frost,,,Accountant,Mid,8500,45,Male,Female,1,Yes
EMP00808,CORP030,Todd Barnett,,,Relationship Manager,Junior,6000,28,Male,Male,1,No
EMP00809,CORP030,Tracey Collier,,,Relationship Manager,Junior,6000,31,Female,Female,1,Yes
EMP00810,CORP030,Daniel Rodriguez,,,Accountant,Mid,8500,40,Female,Male,2,No
EMP00811,CORP030,Stacey Armstrong,,,Relationship Manager,Mid,9500,26,Female,Female,0,No
EMP00812,CORP030,Susan Miller,,,Relationship Manager,Senior,14500,25,Male,Female,3,Yes
EMP00813,CORP030,Luke Erickson,,,Accountant,Senior,13000,42,Female,Male,2,Yes
EMP00814,CORP030,Haley Moon,,,Accountant,Senior,13000,38,Female,Female,1,No
EMP00815,CORP030,William Norman,,,Relationship Manager,Senior,14500,54,Female,Male,3,Yes
EMP00816,CORP030,Christopher Ramos,,,Accountant,Junior,5500,38,Male,Male,1,No
EMP00817,CORP030,Tracy Mendoza,,,Accountant,Junior,5500,42,Male,Female,4,No
EMP00818,CORP030,Jeffrey Osborne,,,Relationship Manager,Mid,9500,42,Male,Male,1,No
EMP00819,CORP030,Nathaniel Goodwin,,,Accountant,Senior,13000,48,Male,Male,4,Yes
EMP00820,CORP030,Alicia Mcdowell,,,Relationship Manager,Mid,9500,48,Female,Female,1,No
EMP00821,CORP030,Michael Walker,,,Relationship Manager,Senior,14500,31,Female,Male,1,No
EMP00822,CORP030,Maria Gaines,,,Accountant,Mid,8500,47,Female,Female,0,No
EMP00823,CORP030,Angela Curry,,,Accountant,Mid,8500,52,Female,Female,3,No
EMP00824,CORP030,Antonio Mejia,,,Relationship Manager,Junior,6000,23,Female,Male,3,No
EMP00825,CORP030,Andrew Roy,,,Relationship Manager,Junior,6000,57,Male,Male,0,Yes
EMP00826,CORP030,Randall Little,,,Accountant,Senior,13000,40,Male,Male,1,No
EMP00827,CORP030,Matthew Wang,,,Accountant,Senior,13000,51,Female,Male,4,No
EMP00828,CORP030,Jason Davis,,,Relationship Manager,Mid,9500,35,Female,Male,4,No
EMP00829,CORP030,Catherine Campbell,,,Accountant,Junior,5500,51,Male,Female,2,Yes
EMP00830,CORP030,Erik Torres,,,Accountant,Junior,5500,38,Male,Male,0,No
EMP00831,CORP030,Joshua Wilson,,,Relationship Manager,Junior,6000,35,Male,Male,2,No
EMP00832,CORP030,Stephen Beasley,,,Relationship Manager,Senior,14500,45,Male,Male,1,No
EMP00833,CORP030,Laura Stanton,,,Accountant,Mid,8500,30,Male,Female,4,Yes
EMP00834,CORP030,Kevin Bennett,,,Accountant,Senior,13000,33,Female,Male,3,No
EMP00835,CORP030,Tony Zuniga,,,Accountant,Senior,13000,42,Female,Male,4,No
EMP00836,CORP031,Kevin Shah,,,Relationship Manager,Junior,6000,44,Male,Male,2,Yes
EMP00837,CORP031,Emily Phillips,,,Relationship Manager,Mid,9500,37,Male,Female,2,Yes
EMP00838,CORP031,Cesar Stein,,,Accountant,Mid,8500,27,Male,Male,1,Yes
EMP00839,CORP031,Lisa Stokes,,,Accountant,Junior,5500,58,Male,Female,3,Yes
EMP00840,CORP031,Austin Henry,,,Relationship Manager,Mid,9500,25,Male,Male,0,Yes
EMP00841,CORP031,Katherine Robertson,Mrs.,,Accountant,Junior,5500,41,Female,Female,1,Yes
EMP00842,CORP031,Robert Perez,,,Relationship Manager,Junior,6000,29,Male,Male,3,No
EMP00843,CORP031,Nicholas Smith,,,Relationship Manager,Mid,9500,37,Female,Male,4,Yes
EMP00844,CORP031,Seth Novak,,,Accountant,Mid,8500,45,Male,Male,2,Yes
EMP00845,CORP031,Troy Velez,,,Relationship Manager,Senior,14500,28,Female,Male,2,No
EMP00846,CORP031,Cathy Ford,,,Relationship Manager,Senior,14500,38,Female,Female,2,No
EMP00847,CORP031,James Villa,,,Accountant,Mid,8500,32,Male,Male,3,Yes
EMP00848,CORP031,Lance Burke,,,Accountant,Junior,5500,50,Female,Male,2,Yes
EMP00849,CORP031,Ashley Cherry,,,Relationship Manager,Mid,9500,27,Male,Female,4,No
EMP00850,CORP031,Eric Robbins,,,Relationship Manager,Mid,9500,41,Male,Male,0,No
EMP00851,CORP031,Dawn Rogers,,,Relationship Manager,Junior,6000,29,Male,Female,4,Yes
EMP00852,CORP031,Tara Wagner,,,Relationship Manager,Mid,9500,29,Female,Female,4,Yes
EMP00853,CORP031,Nancy Burns,,,Accountant,Junior,5500,56,Female,Female,0,Yes
EMP00854,CORP031,Lawrence Willis,,,Relationship Manager,Senior,14500,40,Female,Male,0,Yes
EMP00855,CORP031,Richard Flores,,,Relationship Manager,Mid,9500,55,Male,Male,2,No
EMP00856,CORP031,Andrew Acosta,,,Accountant,Junior,5500,54,Female,Male,0,No
EMP00857,CORP031,Ashley Smith,,,Accountant,Junior,5500,40,Female,Female,3,No
